source,concept,description
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin LGS nedir?,"Vitamin LGS, öğrenciye sınavda çıkacak soruları çözebilmesi için gereken üst düzey becerileri kazandıran LGS hazırlık sistemidir. Vitamin LGS; binlerce beceri temelli yeni nesil soru ve çözüm videosu, adım adım ilerlemeyi sağlayan kişiye özel akıllı çalışma programı, eksikleri tamamlamaya yönelik yüzlerce etkileşimli öğretmen konu anlatımı, LGS ile yüksek benzerlikte deneme sınavları, performansı gösteren çalışma ve deneme sınavı raporları, öğrenciyi yönlendiren “Adım Kartları” ve LGS’ye hazırlıkta en çok tercih edilen soru bankalarını tek bir eğitim setinde sunar.Vitamin LGS öğrenciyi sınava eksiksiz hazırlar, hedefine ulaştırır."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin LGS Kimler içindir?,"Vitamin LGS, LGS’ye hazırlanan tüm öğrenciler içindir."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin LGS Kimin ürünüdür?,"Vitamin LGS, 30 yılı aşkın araştırma geliştirme deneyimiyle eğitim teknolojilerinde Türkiye’nin lider şirketi Sebit tarafından geliştirilmiştir. Aynı zamanda Vitamin Kitapları, Raunt, Sebit VCloud, Hızlıgo, Adaptive Curriculum, DinamikMAT gibi eğitim çözümlerinin de üreticisi olan Sebit, Türk Telekom’un yüzde yüz iştirakli grup şirketidir. Çalışmalarını Ankara ODTÜ Teknokent’teki yerleşkesinde 300’e yakın kişiden oluşan deneyimli ve donanımlı uzman kadrosuyla sürdürmektedir."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin LGS içerikleri başka yerde var mıdır?,"Vitamin LGS’de sunulan içerik ve özellikler başka hiçbir yerde bulunmamaktadır. Binlerce beceri temelli yeni nesil soru ve çözüm videosu, kişiselleştirilmiş akıllı çalışma sistemi, yüzlerce etkileşimli öğretmen konu anlatımı, LGS ile yüksek benzerlikte deneme sınavları ile veli ve öğrenciler için performans takip raporları sadece Vitamin LGS’de bulabileceğiniz içerik ve özelliklerdir.Vitamin LGS ile birlikte ücretsiz sunulan Vitamin dijital içeriklerindeki bazı animasyon ve alıştırmalar EBA’da öğrencilerimizin kullanımına açıktır, bu durum içeriklerimizin tamamının EBA’da bulunduğuna dair yanlış anlaşılmalara yol açmaktadır. LGS’ye eksiksiz hazırlanmak için gereken sınav odaklı içerikler ve özelliklerin tamamı sadece Vitamin LGS’de bulunmaktadır."
https://www.vitaminegitim.com/ortaokul/sss.jsp,"Vitamin LGS, sınav sistemindeki değişikliklere uyum sağlıyor mu?","Akıllı sistemiyle Vitamin LGS, sınav sistemindeki değişikliklerden etkilenmeyecek kadar sağlam temeller üzerine kurgulandığından sınavlarda yapılan tüm yeni düzenlemeler anında ürüne yansıtılabilmektedir.Sınav kapsamı, açıklandıktan hemen sonra Vitamin LGS’nin konu anlatımlarına, test ve deneme sınavları sorularına uyarlanmaktadır. Konu hakkındaki bilgilendirmeler ise kullanıcılarımıza en doğru zamanlamayla iletilmektedir. Ayrıca her Ağustos ayında, en güncel LGS sınavı baz alınarak içeriklerimiz güncellenmektedir.Vitamin LGS kullanan tüm kullanıcılarımız, sınav sistemindeki değişikliklerden etkilenmeden çalışmalarına devam etmektedir. "
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin LGS öğrenciye ne sağlar?,"Vitamin LGS’de alanında uzman öğretmenler tarafından hazırlanan etkileşimli konu anlatımları, öğrencinin tıpkı bir öğretmenle ders işliyormuş gibi çalışarak konulardaki eksiklerini tamamlamasını sağlar. Ayrıca Vitamin LGS Deneme Sınavları öğrenciye gerçek sınav deneyimi yaşatır. Sunduğu ayrıntılı raporlarla öğrenci ve velinin kesintisiz performans takibi yapmasına olanak tanır.Matematik, Fen Bilimleri ve Türkçe dersleri için hazırlanan Adım Kartları, standart soru bankalarından farklı olarak her bir soruda verdiği cevaba göre öğrenciyi yönlendirir ve farklı tasarımıyla öğrencilerin kâğıt üzerinde soru çözme, çizim ve işlem yapma ihtiyacını karşılar. Ayrıca Vitamin LGS veya Vitamin LGS Cep Uygulaması’yla birlikte kullanılan Adım Kartları, kişiye özel yönlendirmeler yaparak öğrencinin konuları adım adım tamamlamasını sağlar. Vitamin LGS’nin basılı kaynakları sınava hazırlıkta en çok tercih edilen soru bankaları, ders denemeleri, kamp kitapları ve basılı deneme sınavlarından oluşur. Basılı kaynakların tamamı Vitamin LGS’nin akıllı sistemiyle uyumludur. Bu kitaplardaki her bir sorunun Vitamin LGS’ye özel, detaylı anlatımları içeren çözüm videoları sadece Vitamin LGS’de bulunur. Böylece öğrenci sınavda karşısına çıkabilecek tüm soru tiplerine hâkim olur.Öğrenciyi yalnız bırakmayan ve her adımında ona özel yönlendirmeler sunan bu eğitsel yaklaşım, herhangi bir yönlendirici olmaksızın öğrencinin adım adım hedefine ulaşmasını sağlar."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin LGS’nin diğer sınava hazırlık ürünlerinden farkı nedir?,"Vitamin LGS’nin diğer sınava hazırlık ürünlerinden en önemli farkı, akıllı sistemiyle öğrencinin çözdüğü sorulara göre zorluk yaşadığı becerileri tespit edip o becerileri geliştirmeye yönelik yeni sorular ve konu anlatımlarıyla öğrencinin eksiklerini tamamlamasını sağlamasıdır.Ayrıca basılı olarak sunulan kaynakların tamamı Vitamin LGS’nin akıllı sistemiyle uyumludur. Vitamin LGS öğrencinin hem dijitalde hem de basılı kaynaklarda çözdüğü sorularla ilgili detaylı raporlar sunar. Öğrenci, bu raporlar sayesinde hedefine ne kadar yaklaştığını görerek ilerler."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin LGS’nin basılı içerikleri nelerdir? ,"Vitamin LGS’de standart soru bankalarından farklı olarak yönlendirici 14 Adım Kartı bulunur. Matematik, Fen Bilimleri ve Türkçe dersleri için hazırlanan Adım Kartları, kişiye özel yönlendirmeler yaparak öğrencinin konuları adım adım tamamlamasını sağlar. Vitamin LGS’de öğrencilerin sorumlu olduğu 6 derse ait toplam 6 Soru Bankası bulunmaktadır. Her bir kitapta yaklaşık 500 soru yer alır. Soru Bankaları, öğrencinin LGS’de karşılaşayacağı farklı tipte soruların tamamını içerir. Bu kitaplarda yer alan testler Vitamin LGS ile uyumludur.Matematik, Fen Bilimleri, Türkçe ve T.C İnkılap Tarihi ve Atatürkçülük derslerinden olmak üzere toplam 4 Ders Denemesi kitabı bulunmaktadır. Bu kitaplarda Matematik, Fen Bilimleri ve Türkçe derslerinin her birinde 12 Ders Denemesi yer alırken T.C İnkılap Tarihi ve Atatürkçülük dersinde 20 Ders Denemesi vardır. Her bir dersteki son 6 Ders Denemesi tüm senenin konularını içerir. Kamp Kitapları, Yarıyıl Kampı ve Yıl Sonu Kampı olmak üzere iki kitaptan oluşmaktadır. Kamp Kitapları, öğrencinin belirlenen kamp gününe kadar işlenmiş tüm konularda genel tekrar yapmasını amaçlarAyrıca basılı kaynaklar içerisinde ek olarak 3 tam kapsamlı Deneme Sınavı daha yer alır. Bu sınavlar, öğrencinin gerçek sınav deneyimi yaşamasını ve sınav öncesinde eksiklerini görmesini sağlar. "
https://www.vitaminegitim.com/ortaokul/sss.jsp, Vitamin LGS Süper Set’te bulunan “Adım Kartları Seti” Nedir?,"Vitamin LGS’de “Adım”; öğrencinin sırasıyla tamamlaması gereken beceri temelli sorulardan, eksiklerini tamamlayabileceği konu anlatımlarından ve telafi sorularından oluşan konu bölümleridir. “Adımlar”daki sorular; derslerin yapısına göre konulara ait kazanımlar, kazanım bileşenleri, soruların çözülmesi için gereken bilgi ve beceriler ile bilişsel seviyeler gibi özelliklerin değerlendirilmesi ve bölümlere ayrılmasıyla oluşturulmuştur.Vitamin LGS Adım Kartları Seti, Vitamin LGS dijitaldeki “Adım” sorularının basılı olarak sunulduğu bir kaynaktır. Adım Kartları Seti, standart soru bankalarından farklı olarak öğrenciyi her bir soruya verdiği cevaba göre yönlendirir. Öğrenci yanlış yaptıysa o soruda kazanması gereken beceri için o soru ile aynı tipte bir soruya, doğru yaptıysa yeni bir soruya geçer. Böylece öğrenci, adım adım ilerleyerek kazanması gereken becerileri edinir. Adım Kartları Seti, kâğıt üzerinde soru çözmenin kritik olduğu Matematik, Fen Bilimleri ve Türkçe dersleri için hazırlanmıştır. Adım Kartları Seti’nde “Adım”lardaki temel ve alternatif sorular yer almaktadır.  Vitamin LGS dijital ürün veya cep uygulamasıyla birlikte kullanılan Adım Kartları Seti, dijital üründe öğrencinin yaşadığı kişiselleştirilmiş çalışma sisteminin aynı şekilde devam ettirilmesine olanak sağlar."
https://www.vitaminegitim.com/ortaokul/sss.jsp,"Öğretmenlerin birikimi, anlatımı ve sunulan içerik güvenilir mi?","Vitamin LGS, alanında uzman eğitimcilerden oluşan kadrosuyla Sebit tarafından en yenilikçi eğitim yaklașımları analiz edilerek hazırlanmıştır. Bununla birlikte, öğretmenlerimizin Türkiye’nin lider eğitim şirketi Sebit bünyesinde çalışmaları da yeterince önemli bir referanstır."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Veliler neden Vitamin LGS’yi seçer?,"Vitamin LGS, öğrenciyi LGS’ye sağlam bir temelle hazırlarken velinin de çocuğunun LGS hazırlık sürecini en ince ayrıntısına kadar takip etmesine ve desteklemesine imkân sağlar. Veli, web ve mobil arayüzlerden ayrıntılı raporlarla çocuğunun durumunu ve performansını kesintisiz takip edebilir. Ayrıca Vitamin LGS tarafından gönderilen bildirimleri cep telefonundan hızlı bir şekilde inceleyerek süreçten haberdar olur.Vitamin LGS, MEB öğretim programıyla yüzde yüz uyumludur. Vitamin LGS; binlerce beceri temelli yeni nesil soru ve çözüm videosu, adım adım ilerlemeyi sağlayan kişiye özel akıllı çalışma programı, eksikleri tamamlamaya yönelik yüzlerce etkileşimli öğretmen konu anlatımı, LGS ile yüksek benzerlikte deneme sınavları, performansı gösteren çalışma ve deneme sınavı raporları, öğrenciyi yönlendiren “Adım Kartları” ve LGS’ye hazırlıkta en çok tercih edilen soru bankalarını tek bir eğitim setinde sunar. Böylece velinin başka bir kaynak arayışına girmesine gerek kalmaz. "
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin LGS hangi internet tarayıcılarını desteklemektedir?,"Kusursuz bir Vitamin deneyimi için internet tarayıcınızın en güncel versiyonunu kullanmalısınız. Vitamin, Microsoft Internet Explorer ve Google Chrome tarayıcılarının en üst versiyonlarını desteklemektedir. Tarayıcınızın son versiyonunu yazılım firmalarının resmî sitelerinden ücretsiz olarak indirebilirsiniz."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin LGS Cep Uygulaması nasıl kullanılır?,"Vitamin LGS Cep Uygulaması, bilgisayar başında bulunamayacak öğrencilerin her an, her yerde Vitamin’in dijital dünyasına ulaşmalarını sağlar. Vitamin LGS Cep Uygulaması’nı iOS ve Android cep telefonlarına indirmek için aşağıdaki linklerden uygun olanına tıklayabilirsiniz.,,,"
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin LGS’ye nasıl giriş yapılır?,Vitamin LGS’ye www.vitaminegitim.com.tr üzerinden “Giriş” düğmesine tıklanarak ulaşılır. Ayrıca cep telefonu ve tabletten kullanım için Vitamin LGS Cep Uygulaması indirilerek ürüne giriş yapılabilir.
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin LGS satın alındıktan ne kadar süre sonra kullanılabilir?,"Vitamin LGS’nin dijital platformu satın aldığınız anda hemen kullanıma açılır, Vitamin LGS’nin basılı kaynakları ise Eylül ayı başında belirttiğiniz adrese gönderilmek üzere kargoya verilir."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin LGS ücretli mi? ,"Vitamin LGS’de sunulan içerik ve özellikler başka hiçbir yerde bulunmamaktadır. Binlerce beceri temelli yeni nesil soru ve çözüm videosu, kişiselleştirilmiş akıllı çalışma programı, yüzlerce etkileşimli öğretmen konu anlatımı, LGS ile yüksek benzerlikte deneme sınavları ile veli ve öğrenciler için performans takip raporları sadece Vitamin LGS’de bulabileceğiniz içerikler ve özelliklerdir. Vitamin LGS’yi tüm özellikleriyle kullanabilmek için bu ürünlerin www.vitaminegitim.com’dan satın alınması gerekmektedir."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin Kitapları nedir?,"Vitamin Kitapları; güçlü bir ortaokul temeli oluşturan, kalıcı öğrenme sağlayan, nitelikli ve ilham veren içerikleriyle öğrenciyi “yakalayıp” öğrenme sürecine dâhil eden ve onu bilgiyi keşfetmeye yönlendiren “sürükleyici” ders kitaplarıdır.Başta eğitim uzmanları olmak üzere 20’ye yakın meslek grubundan oluşan danışman kadrosu tarafından en yenilikçi eğitim yaklașımları analiz edilerek hazırlanmıştır. Vitamin Kitapları’nın eğitsel yaklaşımı öğrenciyi “Ders çalışmak zorundayım!” hissinden uzaklaştırır. Kitapları çok sevdiği bir dergi gibi merakla ve zevkle okuduğu için öğrencinin konulara ilgisi ve merakı artar, ezberlemeden ve sıkılmadan ders çalışır, konuları kalıcı öğrenir."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin kitapları Kimler içindir?,"Vitamin Kitapları; tüm 5,6,7 ve 8. sınıf öğrencileri içindir."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin Kitapları öğrenciye ne sağlar?,"Vitamin Kitapları’yla öğrenci;,Dinamik bir öğrenme ortamında yüksek motivasyonla ders çalışır.,Deneyerek, yaşayarak ve keşfederek öğrenir.,Çok boyutlu düșünme becerisi kazanır.,Ezberlemeden ve sıkılmadan ders çalışır, konuları kalıcı öğrenir.,Güçlü bir ortaokul temeli oluşturur.,Ayrıca yoğun bir çalıșma temposuna girmeden LGS ve YKS gibi merkezî sınavlarda başarı sağlar. ,"
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin kitapları Kimin ürünüdür?,"Vitamin Kitapları, 30 yılı aşkın araştırma geliştirme deneyimiyle eğitim teknolojilerinde Türkiye’nin lider eğitim şirketi Sebit tarafından hazırlanmıştır. Aynı zamanda Vitamin LGS, Raunt, Sebit VCloud, Hızlıgo, Adaptive Curriculum, DinamikMAT gibi eğitim çözümlerinin de üreticisi olan Sebit, Türk Telekom’un yüzde yüz iştirakli grup şirketidir. Çalışmalarını Ankara ODTÜ Teknokent’teki yerleşkesinde 300 kişiden oluşan deneyimli ve donanımlı uzman kadrosuyla sürdürmektedir."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin Kitap içerikleri başka yerde var mıdır?,"Vitamin Kitapları, nitelikli ve ilham veren içerikleriyle öğrenciyi “yakalayıp” öğrenme sürecine dâhil eden ve onu bilgiyi keşfetmeye yönlendiren benzersiz ders kitaplarıdır. Vitamin Kitapları’nın yenilikçi eğitsel yaklaşımı ve öğrencinin tıpkı sınıfta ders işliyormuş gibi hissetmesini sağlayan öğretmen konu anlatımları sadece Vitamin Kitapları’na özeldir. Vitamin Kitapları’yla birlikte ücretsiz sunulan Vitamin dijital içeriklerindeki bazı animasyon ve alıştırmalar EBA’da öğrencilerimizin kullanımına açıktır, bu durum içeriklerimizin tamamının EBA’da bulunduğuna dair yanlış anlaşılmalara yol açmaktadır. Ortaokulda güçlü bir temel ve sınavlarda yüksek başarı için Vitamin Kitapları, başka hiçbir yerde olmayan içerik ve özelliklerle yepyeni ve çok boyutlu bir öğrenme ortamı sunmaktadır."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin Kitapları müfredat değişikliklerine uyum sağlıyor mu?,"Vitamin Kitapları, her yıl müfredatta yapılan değişikliklere göre güncellenmektedir. Sınav sisteminde yapılan değişiklikler, konu anlatımlarındaki güncellemeler her dönem başında kitapların yeni baskılarından önce içeriğe yansıtılmaktadır. "
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin Kitapları’nın diğer yayınlardan farkı nedir?,"Öğrenciyi günlük hayat örnekleriyle konulara ısındıran, doğru sorularla keşfetmeye yönlendiren ve farklı disiplinler ile bağ kurarak bilgiyi derinlemesine öğrenmesini sağlayan yenilikçi bir eğitsel yaklaşımla hazırlanan Vitamin Kitapları’yla öğrenci sıkılmadan, merakla ve bilgiyi keşfederek ders çalışır, böylece kalıcı öğrenir.  Karekodlarla ulaşılan güvenilir dış bağlantılarla zengin ve çok boyutlu bir öğrenme ortamında sadece kitaba bağlı kalmadan konuları farklı yönleriyle öğrenme fırsatı yakalar. Kitaplar, kavramsal öğrenmeyi destekleyen kurgusuyla kritik düşünme, problem çözme, model geliştirme, analiz etme gibi üst düzey beceriler kazandırarak hem okul sınavlarında hem de yeni nesil soru çözme becerisi gerektiren LGS ve YKS gibi merkezî sınavlarda başarıyı artırır."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin kitaplarında Sunulan içerikler güvenli mi?,"Vitamin Kitapları, başta eğitim uzmanları olmak üzere 20’ye yakın meslek grubundan oluşan danışman kadrosu tarafından en yenilikçi eğitim yaklașımları analiz edilerek hazırlanmıştır. Dijital içeriklerimizdeki öğretmen konu anlatım videoları öğrencinin tıpkı sınıfta ders işliyormuş gibi hissetmesini sağlar. Animatif anlatımlar, etkileşimli alıştırmalar, özet dokümanları, Vitamin Kitap çözümleri ve testler alanlarında uzman öğretmenler tarafından hazırlanarak öğrencilerimize sunulmaktadır. Bununla birlikte, öğretmenlerimizin Türkiye’nin lider eğitim şirketi Sebit bünyesinde çalışmaları da yeterince önemli bir referanstır."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Veliler neden Vitamin Kitapları’nı seçer?,"Vitamin Kitapları’yla veliler, çocuklarının hem basılı hem de dijital olmak üzere zengin ve güvenilir içeriklerle çalışarak ortaokulda güçlü bir temel oluşturduğuna, ayrıca bir yardımcı kaynağa ihtiyaç duymadan sınavlara hazırlandığına ve en önemlisi çocuklarının artan başarısına tanık olurlar."
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin Kitapları hangi internet tarayıcılarını desteklemektedir?,Kusursuz bir Vitamin deneyimi için internet tarayıcınızın en güncel versiyonunu kullanmalısınız. Vitamin; Microsoft Internet Explorer ve Google Chrome tarayıcılarının en üst versiyonlarını desteklemektedir. Tarayıcınızın son versiyonunu yazılımcı firmaların resmî sitelerinden ücretsiz olarak indirebilirsiniz.
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin Kitapları hangi cep uygulamasıyla kullanılır?,"Vitamin Cep Uygulaması, bilgisayar başında bulunamayacak öğrencilerin her an, her yerde Vitamin’in dijital dünyasına ulaşmalarını sağlar. Vitamin Cep Uygulaması’nı iOS ve Android cep telefonlarına indirmek için aşağıdaki linklerden uygun olanına tıklayabilirsiniz.,,,"
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin Kitapları’nın dijital platformuna nasıl giriş yapılır?,Vitamin Kitapları’nın dijital platformuna www.vitaminegitim.com.tr üzerinden “Giriş” düğmesine tıklanarak ulaşılır. Ayrıca cep telefonu ve tabletten kullanım için Vitamin Cep Uygulaması indirilerek de giriş yapılabilir.
https://www.vitaminegitim.com/ortaokul/sss.jsp,Vitamin Kitapları satın alındıktan ne kadar süre sonra teslim edilir?,"Vitamin Kitapları, ödeme işlemini takip eden 3 iş günü içerisinde kayıt sırasında belirttiğiniz adrese gönderilmek üzere kargoya verilir. Vitamin Kitapları’nın dijital içerikleri ise satın alma işlemi tamamlandığı anda kullanımınıza açılır. "
